ObjectID,Latitude,Longitude,EnterpriseID,RegionalID,GeoID,OperatingStatTypeCode,OperatingFutureStatTypeCode,ServEffectiveDate,StopTypeCode,AtStreet,OnStreet,StopHeading,PositionTypeCode,LocationDesc,MessageText,InventorySurveyorTypeCode,StopInvenSurvDate,BenchCount,InfocaseOwner,BikeRacks,PostedRouteSched,PostedVicinMap,PostedRouteMap,PedPadSizeTypeCode,PedPadMaterialTypeCode,PedPadObstructTypeCode,PedPadCurbConnection,BusRearDoorPedPad,BusRearDoorPedPadObstruction,SidewalkWidth,SidewalkCurbConnection,SidewalkPedPadConnection,SidewalkSlopeWheelchairViable,SidewalkObstructionTypeCode,SidewalkImpedanceTypeCode,NearSideCurbRampSlope,NearSideCurbRamp,FarSideCurbRamp,AtStreetCurbRamp,AtStreetOppCurbRamp,OnStreetNearSideCrosswalk,OnStreetFarSideCrosswalk,AtStreetCrosswalk,AtStreetOppCrosswalk,OnStreetStopSignOrLight,OnStreetPedCrossingSignal,AtStreetPedCrossingSignal,ParkingRestrictTypeCode,NoParkingZoneLength,ConflictingNoParkingSigns,StreetLightWithin30Ft,LEDDisplay,AccessibilityRating
2035,38.833595,-76.960781,1309559,3000586,1988,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,IVERSON ST,23RD PKY,"Quantity[143, ""AngularDegrees""]",NEA,@ PEPCO POLE #P-13134,23RD PKY + IVERSON ST,KFH Associates,"DateObject[{2006, 7, 6, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allowed Unmarked,,,FALSE,,FALSE
2036,38.927185,-76.881232,1301489,3001318,7430,PRS,NON,"DateObject[{1993, 12, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,FIRE HOUSE RD,LANDOVER RD,"Quantity[81, ""AngularDegrees""]",NEA,,LANDOVER RD + FIRE HOUSE RD,KFH Associates,"DateObject[{2006, 9, 6, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[5.6, ""Percent""]",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,No Parking Lane,,,FALSE,,FALSE
2037,38.890684,-76.900407,1301194,3004032,5153,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,BALTIC ST,ADDISON RD,"Quantity[310, ""AngularDegrees""]",FAR,,ADDISON RD + BALTIC ST,KFH Associates,"DateObject[{2008, 7, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[5.5, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Allowed Unmarked,,,TRUE,,FALSE
2038,38.943054,-77.036528,1301758,1002864,11767,PRS,NON,"DateObject[{1938, 6, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,VARNUM ST NW,16TH ST NW,"Quantity[180, ""AngularDegrees""]",NEA,,16TH ST NW + VARNUM ST NW,KFH Associates,"DateObject[{2006, 4, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,TRUE,,"Quantity[6, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[5.2, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,TRUE
2039,38.89601,-76.851741,1310321,3003089,14887,PRS,NON,"DateObject[{2005, 12, 18, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,#416,BRIGHTSEAT RD,"Quantity[167, ""AngularDegrees""]",MID,,BRIGHTSEAT RD + #416,KFH Associates,"DateObject[{2006, 8, 17, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,<58,CON,NON,TRUE,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,FALSE,,FALSE
2040,38.939408,-76.956065,1305366,3001445,8027,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BUNKER HILL RD,38TH ST,"Quantity[157, ""AngularDegrees""]",NEA,,38TH ST + BUNKER HILL RD,KFH Associates,"DateObject[{2006, 8, 23, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,FALSE,FALSE,NON,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,No Parking Per Sign,,FALSE,FALSE,,FALSE
2041,38.939265,-76.992797,1301811,1002281,7995,PRS,NON,"DateObject[{1967, 9, 25, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,RANDOLPH ST NE,10TH ST NE,"Quantity[23, ""AngularDegrees""]",FAX,,10TH ST NE + RANDOLPH ST NE,KFH Associates,"DateObject[{2006, 8, 18, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,TRUE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[4.8, ""Percent""]",FALSE,FALSE,,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,FALSE,Allowed Unmarked,,,FALSE,,FALSE
2042,38.998458,-76.799198,1310729,3003019,14817,PRS,NON,"DateObject[{1992, 6, 4, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,DRISCOLL DR,LANHAM SEVERN RD,"Quantity[233, ""AngularDegrees""]",NEA,54' E OF -,LANHAM SEVERN RD + DRISCOLL DR,KFH Associates,"DateObject[{2006, 11, 14, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[7, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
2043,38.916449,-77.221092,1306406,5001974,14154,PRS,NON,"DateObject[{1987, 12, 6, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,PARKING TERRACE C (STOP 2),TYSONS CORNER SHOPPING CENTER,"Quantity[268, ""AngularDegrees""]",FAR,BUS STOP 2,TYSONS CORNER SHOPPING CENTER + PARKING TERRACE C (STOP 2),KFH Associates,"DateObject[{2012, 3, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",4,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[6, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[3.4, ""Percent""]",TRUE,TRUE,FALSE,E,TRUE,TRUE,FALSE,E,TRUE,TRUE,TRUE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,TRUE
2044,38.827744,-77.114668,1303161,4000317,1715,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,N VAN DORN ST,KENMORE AVE,"Quantity[296, ""AngularDegrees""]",MID,OPPO; @ CONCRETE PAD 238' W OF VAN DORN,KENMORE AVE + N VAN DORN ST,KFH Associates,"DateObject[{2007, 6, 26, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,Allowed Marked,,,FALSE,,FALSE
2045,38.864298,-76.945941,1304001,3000840,3583,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BELT RD,SOUTHERN AVE,"Quantity[49, ""AngularDegrees""]",NEA,N/F PENN AVE,SOUTHERN AVE + BELT RD,KFH Associates,"DateObject[{2006, 5, 25, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,"Quantity[4.1, ""Percent""]",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Allowed Marked,,,TRUE,,FALSE
2046,38.856,-77.100497,1303372,6000945,18411,PRS,NON,"DateObject[{2012, 4, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,13TH ST S,S GEORGE MASON DR,"Quantity[176, ""AngularDegrees""]",FAR,,S GEORGE MASON DR + 13TH ST S,KFH Associates,"DateObject[{2007, 3, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,,,,FALSE,E,"Quantity[6, ""Feet""]",FALSE,FALSE,FALSE,NON,UPV,"Quantity[4.5, ""Percent""]",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,FALSE,,FALSE
2047,38.860412,-76.969772,1309576,1000330,18818,PRS,NON,"DateObject[{2015, 8, 23, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,SKYLAND PL SE,25TH ST SE,"Quantity[22, ""AngularDegrees""]",NEX,70' S OF ENTR TO #2326,25TH ST SE + SKYLAND PL SE,KFH Associates,"DateObject[{2006, 5, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,CON,NON,FALSE,FALSE,,"Quantity[4, ""Feet""]",FALSE,,FALSE,NON,UPV,,FALSE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,Allowed Unmarked,,,TRUE,,FALSE
2048,38.946257,-77.026759,1301983,1002453,8340,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BUCHANAN ST NW,GEORGIA AVE NW,"Quantity[168, ""AngularDegrees""]",NEA,,GEORGIA AVE NW + BUCHANAN ST NW,KFH Associates,"DateObject[{2006, 3, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[3.5, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,TRUE
2049,38.916603,-76.907864,1301306,3003138,14940,PRS,NON,"DateObject[{2001, 2, 16, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,CABIN BRANCH DR,COLUMBIA PARK RD,"Quantity[77, ""AngularDegrees""]",,80' E OF DRWY OPP #5716,COLUMBIA PARK RD + CABIN BRANCH DR,KFH Associates,"DateObject[{2006, 8, 24, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
2050,38.934735,-76.96297,1305541,1002185,7814,PRS,NON,"DateObject[{1985, 6, 24, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,RHODE ISLAND AVE NE,EASTERN AVE NE,"Quantity[135, ""AngularDegrees""]",FAR,10' N OF 1ST TREE; N OF ALLEY,EASTERN AVE NE + RHODE ISLAND AVE NE,KFH Associates,"DateObject[{2006, 8, 23, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[6.1, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,No Parking Lane,,,FALSE,,TRUE
2051,38.973191,-76.866104,1311298,3003328,15162,PRS,NON,"DateObject[{1990, 9, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,WOODBURN CT,PRINCESS GARDEN PKY,"Quantity[175, ""AngularDegrees""]",NEX,@ BG&E POLE #313688,PRINCESS GARDEN PKY + WOODBURN CT,KFH Associates,"DateObject[{2006, 10, 19, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,TRUE,NON,SLP,"Quantity[5.1, ""Percent""]",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
2052,39.047387,-76.9168,1300930,3002498,10747,PRS,NON,"DateObject[{1974, 9, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,EMACK RD,POWDER MILL RD,"Quantity[137, ""AngularDegrees""]",,,POWDER MILL RD + EMACK RD,KFH Associates,"DateObject[{2009, 5, 22, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
2053,38.833813,-77.120706,1302988,4000364,1993,PRS,NON,"DateObject[{1980, 2, 25, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,MARK CENTER DR,N BEAUREGARD ST,"Quantity[258, ""AngularDegrees""]",FAR,IN BUS BAY; S OF ENTR DRWY,N BEAUREGARD ST + MARK CENTER DR,KFH Associates,"DateObject[{2008, 12, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[5.7, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Allowed Unmarked,,,TRUE,,TRUE
2054,38.97531,-76.866376,1311300,3003972,17227,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,#6512,PRINCESS GARDEN PKY,"Quantity[220, ""AngularDegrees""]",FAR,,PRINCESS GARDEN PKY + #6512,KFH Associates,"DateObject[{2006, 10, 19, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
2055,38.774753,-77.216285,1304893,5000132,349,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,JANSEN DR,GREELEY BLVD,"Quantity[354, ""AngularDegrees""]",NEA,,GREELEY BLVD + JANSEN DR,KFH Associates,"DateObject[{2012, 4, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,TRUE,NON,NON,"Quantity[4.7, ""Percent""]",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[100, ""Feet""]",FALSE,FALSE,FALSE,TRUE
2056,38.772886,-77.214692,1304891,5000114,323,PRS,NON,"DateObject[{2001, 2, 26, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,#7823,GREELEY BLVD,"Quantity[4, ""AngularDegrees""]",NEA,@ CATCH BASIN,GREELEY BLVD + #7823,KFH Associates,"DateObject[{2012, 4, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[3, ""Feet""]",FALSE,TRUE,FALSE,NON,LSC,,FALSE,FALSE,,E,FALSE,FALSE,E,E,FALSE,FALSE,FALSE,Allowed Unmarked,,FALSE,FALSE,FALSE,
2057,38.948809,-76.887612,1301222,3001567,8435,PRS,NON,"DateObject[{1965, 11, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,ARDWICK ARDMORE RD,ANNAPOLIS RD,"Quantity[216, ""AngularDegrees""]",NEX,,ANNAPOLIS RD + ARDWICK ARDMORE RD,KFH Associates,"DateObject[{2006, 10, 19, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[9.2, ""Percent""]",TRUE,FALSE,,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,FALSE,,
2058,38.761554,-77.269048,1300205,5000051,227,PRS,NON,"DateObject[{1985, 6, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,GAME LORD DR,COTTONTAIL CT,"Quantity[349, ""AngularDegrees""]",FAR,@ SPEED LIMIT SIGN,COTTONTAIL CT + GAME LORD DR,KFH Associates,"DateObject[{2012, 4, 17, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,NON,"Quantity[4.7, ""Percent""]",E,TRUE,FALSE,FALSE,E,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Allowed Unmarked,,FALSE,FALSE,FALSE,FALSE
2059,38.944852,-76.931544,1301479,3003329,15163,PRS,NON,"DateObject[{1982, 8, 19, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BUCHANAN ST,KENILWORTH AVE,"Quantity[35, ""AngularDegrees""]",NEA,@ PEPCO POLE #855373,KENILWORTH AVE + BUCHANAN ST,KFH Associates,"DateObject[{2006, 4, 4, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
2060,39.006236,-76.984358,1305851,2000259,10226,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BEACON RD,SOUTHAMPTON DR,"Quantity[274, ""AngularDegrees""]",NEA,,SOUTHAMPTON DR + BEACON RD,KFH Associates,"DateObject[{2012, 2, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[3, ""Feet""]",TRUE,TRUE,FALSE,NON,NON,"Quantity[5.6, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[10, ""Feet""]",FALSE,FALSE,FALSE,TRUE
2061,38.836904,-76.961008,1311997,3004287,18559,PRS,NON,"DateObject[{2013, 12, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,DUNLAP ST,23RD PKWY,"Quantity[200, ""AngularDegrees""]",FAR,,23RD PKWY + DUNLAP ST,,"DateObject[{1900, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
2062,39.105896,-76.863773,1301042,3002924,14720,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,WESTVIEW TER,SANDY SPRING RD,"Quantity[53, ""AngularDegrees""]",NEA,W OF STORE ENTR,SANDY SPRING RD + WESTVIEW TER,KFH Associates,"DateObject[{2006, 10, 20, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,,,FALSE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
2063,38.868405,-76.958396,1311741,1003738,15065,PRS,NON,"DateObject[{2011, 8, 22, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,33RD ST SE,PENNSYLVANIA AVE SE,"Quantity[112, ""AngularDegrees""]",FAR,,PENNSYLVANIA AVE SE + 33RD ST SE,,"DateObject[{1900, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
2064,38.916076,-77.208684,1306146,5001594,6841,PRS,NON,"DateObject[{1982, 12, 22, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,LUSBY PL,MAGARITY RD,"Quantity[50, ""AngularDegrees""]",FAR,@ STREET SIGN,MAGARITY RD + LUSBY PL,KFH Associates,"DateObject[{2012, 3, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[0, ""Feet""]",FALSE,FALSE,FALSE,NON,NON,"Quantity[2.5, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
2065,38.990261,-76.870276,1311283,3002206,9853,PRS,NON,"DateObject[{1990, 9, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,WINTERGREEN CT,ORA GLEN DR,"Quantity[284, ""AngularDegrees""]",NEA,,ORA GLEN DR + WINTERGREEN CT,KFH Associates,"DateObject[{2006, 10, 21, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",2,,FALSE,FALSE,FALSE,FALSE,58O,CON,SHL,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[5.6, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
2066,38.793163,-77.257908,1300130,5000324,621,PRS,NON,"DateObject[{1977, 9, 4, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,SHANA PL,BURKE RD,"Quantity[218, ""AngularDegrees""]",FAR,,BURKE RD + SHANA PL,KFH Associates,"DateObject[{2012, 5, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,SLP,"Quantity[2.1, ""Percent""]",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,TRUE
2067,38.987123,-76.988096,1310255,3004109,17272,PRS,NON,"DateObject[{1956, 2, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,KENNEWICK AVE,NEW HAMPSHIRE AVE,"Quantity[186, ""AngularDegrees""]",FAR,@ S END OF BLDG AT #7676,NEW HAMPSHIRE AVE + KENNEWICK AVE,KFH Associates,"DateObject[{2012, 2, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,NON,"Quantity[6, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,"Quantity[130, ""Feet""]",FALSE,TRUE,FALSE,TRUE
2068,38.887656,-77.01321,1308038,1003186,18705,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,WASHINGTON AVE SW,INDEPENDENCE AVE SW,"Quantity[269, ""AngularDegrees""]",NEX,LOC FRT OF BOTANICAL GARDENS,INDEPENDENCE AVE SW + WASHINGTON AVE SW,KFH Associates,"DateObject[{2006, 6, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,SWK,EXM,NON,FALSE,FALSE,E,"Quantity[7, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[6.7, ""Percent""]",FALSE,FALSE,,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,Allowed Marked,,FALSE,TRUE,,FALSE
2069,38.961634,-76.996463,1308840,3001781,8961,PRS,NON,"DateObject[{1974, 9, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BERKSHIRE DR,RIGGS RD,"Quantity[76, ""AngularDegrees""]",FAR,,RIGGS RD + BERKSHIRE DR,KFH Associates,"DateObject[{2006, 6, 16, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[2, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[4.6, ""Percent""]",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,FALSE,,FALSE
2070,38.969663,-76.953747,1305479,3003197,15011,PRS,NON,"DateObject[{2003, 8, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,TOLEDO RD,BELCREST RD,"Quantity[6, ""AngularDegrees""]",NEA,BANDED TO LIGHT POLE,BELCREST RD + TOLEDO RD,KFH Associates,"DateObject[{2006, 9, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
